id_incident,date,description,priorité
INC00000450,2022-01-05,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel SERVICENOW.,Faible
INC00000451,2023-01-28,Plusieurs agences rencontrent une situation de perte de données sur le logiciel ERM-X.,Élevée
INC00000452,2022-05-30,Tous les utilisateurs rencontrent une situation de latence sur le logiciel CFT.,Moyenne
INC00000453,2024-12-12,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel CFT. Cela engendre une perturbation des services métiers.,Critique
INC00000454,2020-08-12,Tous les utilisateurs rencontrent une situation de latence sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Moyenne
INC00000455,2023-10-08,Plusieurs agences rencontrent une situation de bug visuel sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Moyenne
INC00000456,2020-06-07,Le service informatique rencontrent une situation de panne critique sur le logiciel I-CASH.,Moyenne
INC00000457,2023-11-23,Le siège rencontrent une situation de panne critique sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Critique
INC00000458,2021-03-11,Une agence régionale rencontrent une situation de dysfonctionnement mineur sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Faible
INC00000459,2023-08-17,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel RAPT. Cela engendre une perturbation des services métiers.,Faible
INC00000460,2023-06-28,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Critique
INC00000461,2021-08-22,Le siège rencontrent une situation de indisponibilité totale sur le logiciel NOVAFLOW. Cela engendre une perturbation des services métiers.,Critique
INC00000462,2022-04-26,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Très faible
INC00000463,2024-08-11,Le service informatique rencontrent une situation de erreur mineure sur le logiciel CRM-X.,Faible
INC00000464,2020-09-11,Le siège rencontrent une situation de indisponibilité totale sur le logiciel MOBIAPP. Cela engendre une perturbation des services métiers.,Critique
INC00000465,2023-03-07,Plusieurs agences rencontrent une situation de indisponibilité totale sur le logiciel CRM-X.,Critique
INC00000466,2021-01-06,Une agence régionale rencontrent une situation de bug visuel sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Faible
INC00000467,2023-03-07,Le siège rencontrent une situation de crash complet sur le logiciel CFT. Cela engendre une perturbation des services métiers.,Critique
INC00000468,2024-08-16,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Élevée
INC00000469,2024-09-19,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel SERVICEITECH.,Critique
INC00000470,2020-01-26,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel CFT.,Faible
INC00000471,2021-02-03,Plusieurs agences rencontrent une situation de indisponibilité totale sur le logiciel SERVICEITECH.,Élevée
INC00000472,2024-11-11,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel DBS.,Faible
INC00000473,2024-04-01,Le siège rencontrent une situation de intrusion sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Élevée
INC00000474,2022-08-13,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel MOBIAPP. Cela engendre une perturbation des services métiers.,Faible
INC00000475,2023-01-30,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Faible
INC00000476,2024-10-17,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel SERVICEITECH.,Faible
INC00000477,2023-04-03,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Moyenne
INC00000478,2022-05-12,Plusieurs agences rencontrent une situation de attaque sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Critique
INC00000479,2020-04-24,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel AUTOSYS. Cela engendre une perturbation des services métiers.,Faible
INC00000480,2024-05-08,Une agence régionale rencontrent une situation de erreur mineure sur le logiciel DOCUBASE.,Très faible
INC00000481,2023-11-09,Une agence régionale rencontrent une situation de panne critique sur le logiciel SBS.,Moyenne
INC00000482,2024-04-02,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel RAPT.,Critique
INC00000483,2024-02-14,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel CRM-X. Cela engendre une perturbation des services métiers.,Élevée
INC00000484,2020-10-21,Le siège rencontrent une situation de crash complet sur le logiciel SAB.,Critique
INC00000485,2021-03-01,Plusieurs agences rencontrent une situation de intrusion sur le logiciel MOBIAPP.,Critique
INC00000486,2020-10-28,Une agence régionale rencontrent une situation de latence sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Faible
INC00000487,2021-01-28,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel SERVICEITECH.,Très faible
INC00000488,2021-04-02,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel I-CASH.,Élevée
INC00000489,2021-01-09,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel AUTOSYS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000490,2021-09-26,Le service informatique rencontrent une situation de latence sur le logiciel AUTOSYS.,Très faible
INC00000491,2023-01-15,Plusieurs agences rencontrent une situation de intrusion sur le logiciel GPI.,Critique
INC00000492,2023-07-05,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel CFT. Cela engendre une perturbation des services métiers.,Faible
INC00000493,2021-07-11,Le siège rencontrent une situation de latence sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Moyenne
INC00000494,2022-04-20,Tous les utilisateurs rencontrent une situation de panne critique sur le logiciel SAB.,Critique
INC00000495,2022-03-26,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel NOVAFLOW.,Très faible
INC00000496,2022-06-11,Un seul utilisateur rencontrent une situation de latence sur le logiciel CRM-X.,Très faible
INC00000497,2024-01-09,Plusieurs agences rencontrent une situation de attaque sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Critique
INC00000498,2021-03-19,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Faible
INC00000499,2023-02-04,Le siège rencontrent une situation de bug visuel sur le logiciel AUTOSYS.,Moyenne
INC00000500,2020-12-16,Un seul utilisateur rencontrent une situation de bug visuel sur le logiciel SERVICEITECH.,Faible
INC00000501,2020-08-10,Une agence régionale rencontrent une situation de panne critique sur le logiciel CRM-X. Cela engendre une perturbation des services métiers.,Moyenne
INC00000502,2023-10-02,Le service informatique rencontrent une situation de panne critique sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Moyenne
INC00000503,2022-10-17,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel RAPT. Cela engendre une perturbation des services métiers.,Faible
INC00000504,2023-11-18,Tous les utilisateurs rencontrent une situation de perte de données sur le logiciel SAB.,Élevée
INC00000505,2021-06-05,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel DOCUBASE.,Très faible
INC00000506,2021-03-15,Une agence régionale rencontrent une situation de latence sur le logiciel CRM-X. Cela engendre une perturbation des services métiers.,Faible
INC00000507,2021-03-28,Le siège rencontrent une situation de intrusion sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Élevée
INC00000508,2021-03-27,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel DOCUBASE.,Faible
INC00000509,2020-10-03,Tous les utilisateurs rencontrent une situation de intrusion sur le logiciel CRM-X. Cela engendre une perturbation des services métiers.,Élevée
INC00000510,2023-05-23,Le service informatique rencontrent une situation de erreur mineure sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Très faible
INC00000511,2023-03-30,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel GPI.,Faible
INC00000512,2023-11-05,Tous les utilisateurs rencontrent une situation de perte de données sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Élevée
INC00000513,2022-03-31,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Faible
INC00000514,2020-06-25,Le siège rencontrent une situation de perte de données sur le logiciel NOVAFLOW.,Critique
INC00000515,2023-07-31,Le siège rencontrent une situation de intrusion sur le logiciel RAPT.,Élevée
INC00000516,2021-05-19,Le siège rencontrent une situation de latence sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Moyenne
INC00000517,2020-04-17,Tous les utilisateurs rencontrent une situation de crash complet sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Élevée
INC00000518,2020-09-02,Une agence régionale rencontrent une situation de dysfonctionnement mineur sur le logiciel AUTOSYS. Cela engendre une perturbation des services métiers.,Très faible
INC00000519,2021-01-14,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Faible
INC00000520,2024-09-20,Tous les utilisateurs rencontrent une situation de intrusion sur le logiciel DOCUBASE.,Élevée
INC00000521,2024-11-30,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel DBS.,Faible
INC00000522,2024-10-22,Plusieurs agences rencontrent une situation de crash complet sur le logiciel CFT.,Critique
INC00000523,2022-05-09,Le service informatique rencontrent une situation de latence sur le logiciel NOVAFLOW.,Faible
INC00000524,2022-09-15,Le siège rencontrent une situation de latence sur le logiciel AUTOSYS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000525,2021-10-29,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Très faible
INC00000526,2021-07-19,Le siège rencontrent une situation de panne critique sur le logiciel NOVAFLOW. Cela engendre une perturbation des services métiers.,Critique
INC00000527,2022-06-08,Tous les utilisateurs rencontrent une situation de latence sur le logiciel SBS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000528,2022-04-18,Tous les utilisateurs rencontrent une situation de latence sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Moyenne
INC00000529,2024-06-14,Le siège rencontrent une situation de panne critique sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Critique
INC00000530,2024-03-17,Une agence régionale rencontrent une situation de dysfonctionnement mineur sur le logiciel RAPT.,Très faible
INC00000531,2024-08-29,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel ERM-X.,Faible
INC00000532,2021-10-04,Le siège rencontrent une situation de intrusion sur le logiciel SERVICENOW.,Élevée
INC00000533,2022-04-08,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel SERVICENOW.,Élevée
INC00000534,2024-02-01,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel CFT. Cela engendre une perturbation des services métiers.,Très faible
INC00000535,2023-10-21,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Critique
INC00000536,2020-10-17,Le siège rencontrent une situation de bug visuel sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000537,2020-01-22,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel RAPT. Cela engendre une perturbation des services métiers.,Très faible
INC00000538,2020-07-30,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel AUTOSYS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000539,2020-05-24,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel DOCUBASE.,Faible
INC00000540,2023-09-15,Le service informatique rencontrent une situation de latence sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Faible
INC00000541,2024-08-11,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel ERP-Paris.,Faible
INC00000542,2022-10-17,Le service informatique rencontrent une situation de latence sur le logiciel DBS.,Faible
INC00000543,2023-06-04,Plusieurs agences rencontrent une situation de perte de données sur le logiciel AUTOSYS. Cela engendre une perturbation des services métiers.,Critique
INC00000544,2022-11-26,Plusieurs agences rencontrent une situation de crash complet sur le logiciel MOBIAPP. Cela engendre une perturbation des services métiers.,Critique
INC00000545,2024-01-11,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel I-CASH.,Faible
INC00000546,2020-04-25,Une agence régionale rencontrent une situation de bug visuel sur le logiciel GPI.,Faible
INC00000547,2020-07-20,Une agence régionale rencontrent une situation de bug visuel sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Faible
INC00000548,2020-09-16,Plusieurs agences rencontrent une situation de latence sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Moyenne
INC00000549,2024-10-29,Le service informatique rencontrent une situation de latence sur le logiciel SAB.,Très faible
INC00000550,2020-08-23,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Très faible
INC00000551,2023-12-15,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Faible
INC00000552,2022-01-08,Une agence régionale rencontrent une situation de bug visuel sur le logiciel SERVICENOW. Cela engendre une perturbation des services métiers.,Faible
INC00000553,2022-05-16,Une agence régionale rencontrent une situation de erreur mineure sur le logiciel ERM-X.,Très faible
INC00000554,2021-09-10,Le siège rencontrent une situation de panne critique sur le logiciel SBS.,Élevée
INC00000555,2023-04-13,Plusieurs agences rencontrent une situation de attaque sur le logiciel CFT.,Élevée
INC00000556,2021-06-08,Le siège rencontrent une situation de bug visuel sur le logiciel DOCUBASE.,Moyenne
INC00000557,2020-04-14,Une agence régionale rencontrent une situation de bug visuel sur le logiciel RAPT. Cela engendre une perturbation des services métiers.,Faible
INC00000558,2022-12-26,Une agence régionale rencontrent une situation de panne critique sur le logiciel SAB.,Moyenne
INC00000559,2023-12-13,Le siège rencontrent une situation de latence sur le logiciel NOVAFLOW.,Moyenne
INC00000560,2024-01-21,Une agence régionale rencontrent une situation de panne critique sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Moyenne
INC00000561,2020-11-23,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel DBS.,Moyenne
INC00000562,2020-04-18,Une agence régionale rencontrent une situation de panne critique sur le logiciel CLICKER.,Moyenne
INC00000563,2022-12-29,Une agence régionale rencontrent une situation de erreur mineure sur le logiciel CLICKER.,Faible
INC00000564,2022-10-17,Une agence régionale rencontrent une situation de erreur mineure sur le logiciel SERVICENOW.,Très faible
INC00000565,2020-10-13,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel ERP-Paris.,Élevée
INC00000566,2022-06-19,Un seul utilisateur rencontrent une situation de bug visuel sur le logiciel MOBIAPP.,Faible
INC00000567,2022-05-13,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel DOCUBASE.,Faible
INC00000568,2021-08-03,Le siège rencontrent une situation de indisponibilité totale sur le logiciel AUTOSYS.,Élevée
INC00000569,2021-01-13,Une agence régionale rencontrent une situation de bug visuel sur le logiciel I-CASH.,Très faible
INC00000570,2022-09-02,Le siège rencontrent une situation de latence sur le logiciel DBS.,Moyenne
INC00000571,2024-05-17,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel MOBIAPP.,Très faible
INC00000572,2024-01-18,Tous les utilisateurs rencontrent une situation de latence sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Moyenne
INC00000573,2020-08-01,Le siège rencontrent une situation de latence sur le logiciel SERVICEITECH.,Moyenne
INC00000574,2022-02-19,Tous les utilisateurs rencontrent une situation de intrusion sur le logiciel ERP-Paris.,Élevée
INC00000575,2020-05-27,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel AUTOSYS.,Critique
INC00000576,2021-09-06,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel NOVAFLOW. Cela engendre une perturbation des services métiers.,Faible
INC00000577,2020-10-02,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel I-CASH.,Critique
INC00000578,2022-12-26,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel NOVAFLOW. Cela engendre une perturbation des services métiers.,Faible
INC00000579,2021-12-25,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel SERVICENOW.,Faible
INC00000580,2023-03-02,Une agence régionale rencontrent une situation de panne critique sur le logiciel CFT. Cela engendre une perturbation des services métiers.,Moyenne
INC00000581,2024-01-09,Une agence régionale rencontrent une situation de dysfonctionnement mineur sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Faible
INC00000582,2021-08-07,Le service informatique rencontrent une situation de panne critique sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Moyenne
INC00000583,2023-01-09,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel CRM-X.,Faible
INC00000584,2020-04-11,Plusieurs agences rencontrent une situation de indisponibilité totale sur le logiciel CFT. Cela engendre une perturbation des services métiers.,Élevée
INC00000585,2023-03-16,Tous les utilisateurs rencontrent une situation de latence sur le logiciel SAB.,Moyenne
INC00000586,2023-08-03,Une agence régionale rencontrent une situation de bug visuel sur le logiciel DBS.,Faible
INC00000587,2022-08-02,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel ERP-Paris.,Critique
INC00000588,2020-05-19,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Élevée
INC00000589,2023-08-08,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Critique
INC00000590,2022-08-10,Le service informatique rencontrent une situation de bug visuel sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Faible
INC00000591,2021-08-20,Tous les utilisateurs rencontrent une situation de latence sur le logiciel I-CASH.,Moyenne
INC00000592,2023-05-07,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel SAB.,Élevée
INC00000593,2022-06-02,Le siège rencontrent une situation de panne critique sur le logiciel RAPT.,Élevée
INC00000594,2022-10-22,Plusieurs agences rencontrent une situation de crash complet sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Critique
INC00000595,2021-01-24,Plusieurs agences rencontrent une situation de perte de données sur le logiciel SBS. Cela engendre une perturbation des services métiers.,Critique
INC00000596,2023-03-12,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel NOVAFLOW. Cela engendre une perturbation des services métiers.,Critique
INC00000597,2023-02-05,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel SERVICENOW. Cela engendre une perturbation des services métiers.,Critique
INC00000598,2023-08-04,Le siège rencontrent une situation de intrusion sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Critique
INC00000599,2022-03-18,Le siège rencontrent une situation de intrusion sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Critique
INC00000600,2023-09-09,Plusieurs agences rencontrent une situation de latence sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Moyenne
INC00000601,2020-09-22,Le siège rencontrent une situation de panne critique sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Critique
INC00000602,2021-04-30,Le siège rencontrent une situation de bug visuel sur le logiciel SERVICENOW.,Moyenne
INC00000603,2024-07-24,Un seul utilisateur rencontrent une situation de latence sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Très faible
INC00000604,2021-07-15,Plusieurs agences rencontrent une situation de indisponibilité totale sur le logiciel AUTOSYS.,Élevée
INC00000605,2022-12-18,Une agence régionale rencontrent une situation de dysfonctionnement mineur sur le logiciel SBS.,Très faible
INC00000606,2023-11-15,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel DOCUBASE.,Élevée
INC00000607,2024-05-13,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel SAB.,Critique
INC00000608,2021-07-03,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel ERP-Paris.,Très faible
INC00000609,2020-02-05,Le siège rencontrent une situation de latence sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000610,2023-02-14,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel I-CASH.,Faible
INC00000611,2022-12-04,Tous les utilisateurs rencontrent une situation de panne critique sur le logiciel MOBIAPP.,Élevée
INC00000612,2021-12-06,Le siège rencontrent une situation de intrusion sur le logiciel CLICKER.,Critique
INC00000613,2024-03-23,Une agence régionale rencontrent une situation de latence sur le logiciel ERM-X.,Faible
INC00000614,2020-04-19,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel SAB.,Faible
INC00000615,2023-05-24,Plusieurs agences rencontrent une situation de perte de données sur le logiciel SAB.,Critique
INC00000616,2022-06-02,Plusieurs agences rencontrent une situation de intrusion sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Élevée
INC00000617,2023-09-30,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel DOCUBASE.,Moyenne
INC00000618,2020-12-18,Plusieurs agences rencontrent une situation de intrusion sur le logiciel SERVICENOW.,Élevée
INC00000619,2024-04-20,Plusieurs agences rencontrent une situation de indisponibilité totale sur le logiciel DOCUBASE.,Élevée
INC00000620,2021-07-22,Le service informatique rencontrent une situation de erreur mineure sur le logiciel CRM-X.,Très faible
INC00000621,2022-01-02,Le siège rencontrent une situation de indisponibilité totale sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Élevée
INC00000622,2022-01-19,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel SBS. Cela engendre une perturbation des services métiers.,Faible
INC00000623,2021-03-14,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel NOVAFLOW.,Très faible
INC00000624,2024-10-16,Plusieurs agences rencontrent une situation de intrusion sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Critique
INC00000625,2024-01-07,Plusieurs agences rencontrent une situation de crash complet sur le logiciel CFT. Cela engendre une perturbation des services métiers.,Critique
INC00000626,2022-01-23,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel SBS.,Faible
INC00000627,2021-10-17,Le siège rencontrent une situation de bug visuel sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Moyenne
INC00000628,2020-09-19,Tous les utilisateurs rencontrent une situation de panne critique sur le logiciel NOVAFLOW.,Critique
INC00000629,2022-03-15,Le siège rencontrent une situation de latence sur le logiciel NOVAFLOW.,Moyenne
INC00000630,2021-03-02,Le service informatique rencontrent une situation de erreur mineure sur le logiciel SERVICENOW.,Très faible
INC00000631,2020-01-04,Tous les utilisateurs rencontrent une situation de intrusion sur le logiciel SERVICEITECH.,Critique
INC00000632,2024-11-11,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel MOBIAPP. Cela engendre une perturbation des services métiers.,Très faible
INC00000633,2020-02-20,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Faible
INC00000634,2024-05-07,Plusieurs agences rencontrent une situation de bug visuel sur le logiciel ERM-X.,Moyenne
INC00000635,2024-11-09,Le service informatique rencontrent une situation de erreur mineure sur le logiciel DBS.,Faible
INC00000636,2021-07-17,Une agence régionale rencontrent une situation de erreur mineure sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Très faible
INC00000637,2024-12-03,Une agence régionale rencontrent une situation de bug visuel sur le logiciel SBS.,Faible
INC00000638,2022-05-31,Le siège rencontrent une situation de bug visuel sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Moyenne
INC00000639,2023-07-29,Le service informatique rencontrent une situation de panne critique sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Moyenne
INC00000640,2021-11-11,Tous les utilisateurs rencontrent une situation de crash complet sur le logiciel RAPT.,Élevée
INC00000641,2020-12-05,Le service informatique rencontrent une situation de latence sur le logiciel CLICKER.,Faible
INC00000642,2022-06-13,Une agence régionale rencontrent une situation de erreur mineure sur le logiciel SBS.,Faible
INC00000643,2022-03-16,Une agence régionale rencontrent une situation de latence sur le logiciel SERVICENOW.,Faible
INC00000644,2021-06-08,Une agence régionale rencontrent une situation de dysfonctionnement mineur sur le logiciel CLICKER.,Très faible
INC00000645,2023-12-15,Le siège rencontrent une situation de perte de données sur le logiciel CRM-X. Cela engendre une perturbation des services métiers.,Critique
INC00000646,2022-02-17,Une agence régionale rencontrent une situation de panne critique sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Moyenne
INC00000647,2020-12-17,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel NOVAFLOW.,Moyenne
INC00000648,2023-08-25,Tous les utilisateurs rencontrent une situation de crash complet sur le logiciel E-BANKING.,Élevée
INC00000649,2022-01-11,Le service informatique rencontrent une situation de erreur mineure sur le logiciel ERP-Paris.,Très faible
INC00000650,2023-12-31,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel CFT.,Très faible
INC00000651,2022-08-15,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel CRM-X.,Faible
INC00000652,2024-03-15,Tous les utilisateurs rencontrent une situation de perte de données sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Élevée
INC00000653,2021-08-15,Une agence régionale rencontrent une situation de erreur mineure sur le logiciel MOBIAPP.,Faible
INC00000654,2021-06-28,Le service informatique rencontrent une situation de latence sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Très faible
INC00000655,2022-12-27,Le service informatique rencontrent une situation de panne critique sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Moyenne
INC00000656,2022-12-10,Le siège rencontrent une situation de panne critique sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Élevée
INC00000657,2020-11-26,Le siège rencontrent une situation de latence sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Moyenne
INC00000658,2021-04-15,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Élevée
INC00000659,2020-05-03,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel SERVICENOW. Cela engendre une perturbation des services métiers.,Moyenne
INC00000660,2020-03-02,Le siège rencontrent une situation de crash complet sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Élevée
INC00000661,2022-06-28,Une agence régionale rencontrent une situation de panne critique sur le logiciel NOVAFLOW.,Moyenne
INC00000662,2024-01-11,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Très faible
INC00000663,2022-11-20,Un seul utilisateur rencontrent une situation de bug visuel sur le logiciel SERVICENOW.,Très faible
INC00000664,2022-11-01,Un seul utilisateur rencontrent une situation de bug visuel sur le logiciel ERP-Paris.,Faible
INC00000665,2021-05-02,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel SAB.,Élevée
INC00000666,2024-11-27,Le siège rencontrent une situation de intrusion sur le logiciel RAPT.,Critique
INC00000667,2024-03-16,Le service informatique rencontrent une situation de latence sur le logiciel RAPT.,Très faible
INC00000668,2024-10-05,Plusieurs agences rencontrent une situation de perte de données sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Critique
INC00000669,2021-03-05,Plusieurs agences rencontrent une situation de bug visuel sur le logiciel I-CASH.,Moyenne
INC00000670,2022-10-30,Une agence régionale rencontrent une situation de panne critique sur le logiciel RAPT. Cela engendre une perturbation des services métiers.,Moyenne
INC00000671,2024-11-08,Le service informatique rencontrent une situation de panne critique sur le logiciel SERVICEITECH.,Moyenne
INC00000672,2021-04-14,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel CFT.,Très faible
INC00000673,2023-10-20,Une agence régionale rencontrent une situation de bug visuel sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Faible
INC00000674,2020-08-09,Un seul utilisateur rencontrent une situation de bug visuel sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Faible
